job_id,battery,scenario_id,family,n,p,method,data_seed,split_seed,method_seed,bootstrap_seed,split_replicate,signal_profile,effect_profile,group_structure,within_rho,cross_rho,binomial_target_prevalence,reuse_from_battery,run_this
D_unbalanced_effect_factorial_D_binomial_balanced_weak_heterogeneous_n1000_p100_SGL-WQS_789_NA,D_unbalanced_effect_factorial,D_binomial_balanced_weak_heterogeneous_n1000_p100,binomial,1000,100,SGL-WQS,789,100789,1000789,100789,NA,weak_heterogeneous,weak_heterogeneous,balanced,0.45,0.05,0.2,NA,TRUE
D_unbalanced_effect_factorial_D_binomial_balanced_weak_heterogeneous_n1000_p100_gWQS_789_NA,D_unbalanced_effect_factorial,D_binomial_balanced_weak_heterogeneous_n1000_p100,binomial,1000,100,gWQS,789,100789,2000789,2000789,NA,weak_heterogeneous,weak_heterogeneous,balanced,0.45,0.05,0.2,NA,TRUE
D_unbalanced_effect_factorial_D_binomial_balanced_weak_heterogeneous_n1000_p100_groupWQS_789_NA,D_unbalanced_effect_factorial,D_binomial_balanced_weak_heterogeneous_n1000_p100,binomial,1000,100,groupWQS,789,100789,3000789,3000789,NA,weak_heterogeneous,weak_heterogeneous,balanced,0.45,0.05,0.2,NA,TRUE
D_unbalanced_effect_factorial_D_binomial_balanced_weak_heterogeneous_n1000_p100_qgcomp_789_NA,D_unbalanced_effect_factorial,D_binomial_balanced_weak_heterogeneous_n1000_p100,binomial,1000,100,qgcomp,789,100789,4000789,NA,NA,weak_heterogeneous,weak_heterogeneous,balanced,0.45,0.05,0.2,NA,TRUE
D_unbalanced_effect_factorial_D_binomial_balanced_weak_heterogeneous_n1000_p100_SGL-WQS_888_NA,D_unbalanced_effect_factorial,D_binomial_balanced_weak_heterogeneous_n1000_p100,binomial,1000,100,SGL-WQS,888,100888,1000888,100888,NA,weak_heterogeneous,weak_heterogeneous,balanced,0.45,0.05,0.2,NA,TRUE
D_unbalanced_effect_factorial_D_binomial_balanced_weak_heterogeneous_n1000_p100_gWQS_888_NA,D_unbalanced_effect_factorial,D_binomial_balanced_weak_heterogeneous_n1000_p100,binomial,1000,100,gWQS,888,100888,2000888,2000888,NA,weak_heterogeneous,weak_heterogeneous,balanced,0.45,0.05,0.2,NA,TRUE
D_unbalanced_effect_factorial_D_binomial_balanced_weak_heterogeneous_n1000_p100_groupWQS_888_NA,D_unbalanced_effect_factorial,D_binomial_balanced_weak_heterogeneous_n1000_p100,binomial,1000,100,groupWQS,888,100888,3000888,3000888,NA,weak_heterogeneous,weak_heterogeneous,balanced,0.45,0.05,0.2,NA,TRUE
D_unbalanced_effect_factorial_D_binomial_balanced_weak_heterogeneous_n1000_p100_qgcomp_888_NA,D_unbalanced_effect_factorial,D_binomial_balanced_weak_heterogeneous_n1000_p100,binomial,1000,100,qgcomp,888,100888,4000888,NA,NA,weak_heterogeneous,weak_heterogeneous,balanced,0.45,0.05,0.2,NA,TRUE
D_unbalanced_effect_factorial_D_binomial_balanced_weak_heterogeneous_n1000_p100_SGL-WQS_999_NA,D_unbalanced_effect_factorial,D_binomial_balanced_weak_heterogeneous_n1000_p100,binomial,1000,100,SGL-WQS,999,100999,1000999,100999,NA,weak_heterogeneous,weak_heterogeneous,balanced,0.45,0.05,0.2,NA,TRUE
D_unbalanced_effect_factorial_D_binomial_balanced_weak_heterogeneous_n1000_p100_gWQS_999_NA,D_unbalanced_effect_factorial,D_binomial_balanced_weak_heterogeneous_n1000_p100,binomial,1000,100,gWQS,999,100999,2000999,2000999,NA,weak_heterogeneous,weak_heterogeneous,balanced,0.45,0.05,0.2,NA,TRUE
D_unbalanced_effect_factorial_D_binomial_balanced_weak_heterogeneous_n1000_p100_groupWQS_999_NA,D_unbalanced_effect_factorial,D_binomial_balanced_weak_heterogeneous_n1000_p100,binomial,1000,100,groupWQS,999,100999,3000999,3000999,NA,weak_heterogeneous,weak_heterogeneous,balanced,0.45,0.05,0.2,NA,TRUE
D_unbalanced_effect_factorial_D_binomial_balanced_weak_heterogeneous_n1000_p100_qgcomp_999_NA,D_unbalanced_effect_factorial,D_binomial_balanced_weak_heterogeneous_n1000_p100,binomial,1000,100,qgcomp,999,100999,4000999,NA,NA,weak_heterogeneous,weak_heterogeneous,balanced,0.45,0.05,0.2,NA,TRUE
D_unbalanced_effect_factorial_D_binomial_balanced_weak_heterogeneous_n1000_p100_SGL-WQS_1001_NA,D_unbalanced_effect_factorial,D_binomial_balanced_weak_heterogeneous_n1000_p100,binomial,1000,100,SGL-WQS,1001,101001,1001001,101001,NA,weak_heterogeneous,weak_heterogeneous,balanced,0.45,0.05,0.2,NA,TRUE
D_unbalanced_effect_factorial_D_binomial_balanced_weak_heterogeneous_n1000_p100_gWQS_1001_NA,D_unbalanced_effect_factorial,D_binomial_balanced_weak_heterogeneous_n1000_p100,binomial,1000,100,gWQS,1001,101001,2001001,2001001,NA,weak_heterogeneous,weak_heterogeneous,balanced,0.45,0.05,0.2,NA,TRUE
D_unbalanced_effect_factorial_D_binomial_balanced_weak_heterogeneous_n1000_p100_groupWQS_1001_NA,D_unbalanced_effect_factorial,D_binomial_balanced_weak_heterogeneous_n1000_p100,binomial,1000,100,groupWQS,1001,101001,3001001,3001001,NA,weak_heterogeneous,weak_heterogeneous,balanced,0.45,0.05,0.2,NA,TRUE
D_unbalanced_effect_factorial_D_binomial_balanced_weak_heterogeneous_n1000_p100_qgcomp_1001_NA,D_unbalanced_effect_factorial,D_binomial_balanced_weak_heterogeneous_n1000_p100,binomial,1000,100,qgcomp,1001,101001,4001001,NA,NA,weak_heterogeneous,weak_heterogeneous,balanced,0.45,0.05,0.2,NA,TRUE
D_unbalanced_effect_factorial_D_binomial_balanced_weak_heterogeneous_n1000_p100_SGL-WQS_1123_NA,D_unbalanced_effect_factorial,D_binomial_balanced_weak_heterogeneous_n1000_p100,binomial,1000,100,SGL-WQS,1123,101123,1001123,101123,NA,weak_heterogeneous,weak_heterogeneous,balanced,0.45,0.05,0.2,NA,TRUE
D_unbalanced_effect_factorial_D_binomial_balanced_weak_heterogeneous_n1000_p100_gWQS_1123_NA,D_unbalanced_effect_factorial,D_binomial_balanced_weak_heterogeneous_n1000_p100,binomial,1000,100,gWQS,1123,101123,2001123,2001123,NA,weak_heterogeneous,weak_heterogeneous,balanced,0.45,0.05,0.2,NA,TRUE
D_unbalanced_effect_factorial_D_binomial_balanced_weak_heterogeneous_n1000_p100_groupWQS_1123_NA,D_unbalanced_effect_factorial,D_binomial_balanced_weak_heterogeneous_n1000_p100,binomial,1000,100,groupWQS,1123,101123,3001123,3001123,NA,weak_heterogeneous,weak_heterogeneous,balanced,0.45,0.05,0.2,NA,TRUE
D_unbalanced_effect_factorial_D_binomial_balanced_weak_heterogeneous_n1000_p100_qgcomp_1123_NA,D_unbalanced_effect_factorial,D_binomial_balanced_weak_heterogeneous_n1000_p100,binomial,1000,100,qgcomp,1123,101123,4001123,NA,NA,weak_heterogeneous,weak_heterogeneous,balanced,0.45,0.05,0.2,NA,TRUE
D_unbalanced_effect_factorial_D_binomial_balanced_weak_heterogeneous_n1000_p100_SGL-WQS_1234_NA,D_unbalanced_effect_factorial,D_binomial_balanced_weak_heterogeneous_n1000_p100,binomial,1000,100,SGL-WQS,1234,101234,1001234,101234,NA,weak_heterogeneous,weak_heterogeneous,balanced,0.45,0.05,0.2,NA,TRUE
D_unbalanced_effect_factorial_D_binomial_balanced_weak_heterogeneous_n1000_p100_gWQS_1234_NA,D_unbalanced_effect_factorial,D_binomial_balanced_weak_heterogeneous_n1000_p100,binomial,1000,100,gWQS,1234,101234,2001234,2001234,NA,weak_heterogeneous,weak_heterogeneous,balanced,0.45,0.05,0.2,NA,TRUE
D_unbalanced_effect_factorial_D_binomial_balanced_weak_heterogeneous_n1000_p100_groupWQS_1234_NA,D_unbalanced_effect_factorial,D_binomial_balanced_weak_heterogeneous_n1000_p100,binomial,1000,100,groupWQS,1234,101234,3001234,3001234,NA,weak_heterogeneous,weak_heterogeneous,balanced,0.45,0.05,0.2,NA,TRUE
D_unbalanced_effect_factorial_D_binomial_balanced_weak_heterogeneous_n1000_p100_qgcomp_1234_NA,D_unbalanced_effect_factorial,D_binomial_balanced_weak_heterogeneous_n1000_p100,binomial,1000,100,qgcomp,1234,101234,4001234,NA,NA,weak_heterogeneous,weak_heterogeneous,balanced,0.45,0.05,0.2,NA,TRUE
D_unbalanced_effect_factorial_D_binomial_balanced_weak_heterogeneous_n1000_p100_SGL-WQS_1357_NA,D_unbalanced_effect_factorial,D_binomial_balanced_weak_heterogeneous_n1000_p100,binomial,1000,100,SGL-WQS,1357,101357,1001357,101357,NA,weak_heterogeneous,weak_heterogeneous,balanced,0.45,0.05,0.2,NA,TRUE
D_unbalanced_effect_factorial_D_binomial_balanced_weak_heterogeneous_n1000_p100_gWQS_1357_NA,D_unbalanced_effect_factorial,D_binomial_balanced_weak_heterogeneous_n1000_p100,binomial,1000,100,gWQS,1357,101357,2001357,2001357,NA,weak_heterogeneous,weak_heterogeneous,balanced,0.45,0.05,0.2,NA,TRUE
D_unbalanced_effect_factorial_D_binomial_balanced_weak_heterogeneous_n1000_p100_groupWQS_1357_NA,D_unbalanced_effect_factorial,D_binomial_balanced_weak_heterogeneous_n1000_p100,binomial,1000,100,groupWQS,1357,101357,3001357,3001357,NA,weak_heterogeneous,weak_heterogeneous,balanced,0.45,0.05,0.2,NA,TRUE
D_unbalanced_effect_factorial_D_binomial_balanced_weak_heterogeneous_n1000_p100_qgcomp_1357_NA,D_unbalanced_effect_factorial,D_binomial_balanced_weak_heterogeneous_n1000_p100,binomial,1000,100,qgcomp,1357,101357,4001357,NA,NA,weak_heterogeneous,weak_heterogeneous,balanced,0.45,0.05,0.2,NA,TRUE
D_unbalanced_effect_factorial_D_binomial_balanced_weak_heterogeneous_n1000_p100_SGL-WQS_1500_NA,D_unbalanced_effect_factorial,D_binomial_balanced_weak_heterogeneous_n1000_p100,binomial,1000,100,SGL-WQS,1500,101500,1001500,101500,NA,weak_heterogeneous,weak_heterogeneous,balanced,0.45,0.05,0.2,NA,TRUE
D_unbalanced_effect_factorial_D_binomial_balanced_weak_heterogeneous_n1000_p100_gWQS_1500_NA,D_unbalanced_effect_factorial,D_binomial_balanced_weak_heterogeneous_n1000_p100,binomial,1000,100,gWQS,1500,101500,2001500,2001500,NA,weak_heterogeneous,weak_heterogeneous,balanced,0.45,0.05,0.2,NA,TRUE
D_unbalanced_effect_factorial_D_binomial_balanced_weak_heterogeneous_n1000_p100_groupWQS_1500_NA,D_unbalanced_effect_factorial,D_binomial_balanced_weak_heterogeneous_n1000_p100,binomial,1000,100,groupWQS,1500,101500,3001500,3001500,NA,weak_heterogeneous,weak_heterogeneous,balanced,0.45,0.05,0.2,NA,TRUE
D_unbalanced_effect_factorial_D_binomial_balanced_weak_heterogeneous_n1000_p100_qgcomp_1500_NA,D_unbalanced_effect_factorial,D_binomial_balanced_weak_heterogeneous_n1000_p100,binomial,1000,100,qgcomp,1500,101500,4001500,NA,NA,weak_heterogeneous,weak_heterogeneous,balanced,0.45,0.05,0.2,NA,TRUE
D_unbalanced_effect_factorial_D_binomial_balanced_weak_heterogeneous_n1000_p100_SGL-WQS_1618_NA,D_unbalanced_effect_factorial,D_binomial_balanced_weak_heterogeneous_n1000_p100,binomial,1000,100,SGL-WQS,1618,101618,1001618,101618,NA,weak_heterogeneous,weak_heterogeneous,balanced,0.45,0.05,0.2,NA,TRUE
D_unbalanced_effect_factorial_D_binomial_balanced_weak_heterogeneous_n1000_p100_gWQS_1618_NA,D_unbalanced_effect_factorial,D_binomial_balanced_weak_heterogeneous_n1000_p100,binomial,1000,100,gWQS,1618,101618,2001618,2001618,NA,weak_heterogeneous,weak_heterogeneous,balanced,0.45,0.05,0.2,NA,TRUE
D_unbalanced_effect_factorial_D_binomial_balanced_weak_heterogeneous_n1000_p100_groupWQS_1618_NA,D_unbalanced_effect_factorial,D_binomial_balanced_weak_heterogeneous_n1000_p100,binomial,1000,100,groupWQS,1618,101618,3001618,3001618,NA,weak_heterogeneous,weak_heterogeneous,balanced,0.45,0.05,0.2,NA,TRUE
D_unbalanced_effect_factorial_D_binomial_balanced_weak_heterogeneous_n1000_p100_qgcomp_1618_NA,D_unbalanced_effect_factorial,D_binomial_balanced_weak_heterogeneous_n1000_p100,binomial,1000,100,qgcomp,1618,101618,4001618,NA,NA,weak_heterogeneous,weak_heterogeneous,balanced,0.45,0.05,0.2,NA,TRUE
D_unbalanced_effect_factorial_D_binomial_balanced_weak_heterogeneous_n1000_p100_SGL-WQS_1729_NA,D_unbalanced_effect_factorial,D_binomial_balanced_weak_heterogeneous_n1000_p100,binomial,1000,100,SGL-WQS,1729,101729,1001729,101729,NA,weak_heterogeneous,weak_heterogeneous,balanced,0.45,0.05,0.2,NA,TRUE
D_unbalanced_effect_factorial_D_binomial_balanced_weak_heterogeneous_n1000_p100_gWQS_1729_NA,D_unbalanced_effect_factorial,D_binomial_balanced_weak_heterogeneous_n1000_p100,binomial,1000,100,gWQS,1729,101729,2001729,2001729,NA,weak_heterogeneous,weak_heterogeneous,balanced,0.45,0.05,0.2,NA,TRUE
D_unbalanced_effect_factorial_D_binomial_balanced_weak_heterogeneous_n1000_p100_groupWQS_1729_NA,D_unbalanced_effect_factorial,D_binomial_balanced_weak_heterogeneous_n1000_p100,binomial,1000,100,groupWQS,1729,101729,3001729,3001729,NA,weak_heterogeneous,weak_heterogeneous,balanced,0.45,0.05,0.2,NA,TRUE
D_unbalanced_effect_factorial_D_binomial_balanced_weak_heterogeneous_n1000_p100_qgcomp_1729_NA,D_unbalanced_effect_factorial,D_binomial_balanced_weak_heterogeneous_n1000_p100,binomial,1000,100,qgcomp,1729,101729,4001729,NA,NA,weak_heterogeneous,weak_heterogeneous,balanced,0.45,0.05,0.2,NA,TRUE
D_unbalanced_effect_factorial_D_binomial_balanced_weak_heterogeneous_n1000_p100_SGL-WQS_1847_NA,D_unbalanced_effect_factorial,D_binomial_balanced_weak_heterogeneous_n1000_p100,binomial,1000,100,SGL-WQS,1847,101847,1001847,101847,NA,weak_heterogeneous,weak_heterogeneous,balanced,0.45,0.05,0.2,NA,TRUE
D_unbalanced_effect_factorial_D_binomial_balanced_weak_heterogeneous_n1000_p100_gWQS_1847_NA,D_unbalanced_effect_factorial,D_binomial_balanced_weak_heterogeneous_n1000_p100,binomial,1000,100,gWQS,1847,101847,2001847,2001847,NA,weak_heterogeneous,weak_heterogeneous,balanced,0.45,0.05,0.2,NA,TRUE
D_unbalanced_effect_factorial_D_binomial_balanced_weak_heterogeneous_n1000_p100_groupWQS_1847_NA,D_unbalanced_effect_factorial,D_binomial_balanced_weak_heterogeneous_n1000_p100,binomial,1000,100,groupWQS,1847,101847,3001847,3001847,NA,weak_heterogeneous,weak_heterogeneous,balanced,0.45,0.05,0.2,NA,TRUE
D_unbalanced_effect_factorial_D_binomial_balanced_weak_heterogeneous_n1000_p100_qgcomp_1847_NA,D_unbalanced_effect_factorial,D_binomial_balanced_weak_heterogeneous_n1000_p100,binomial,1000,100,qgcomp,1847,101847,4001847,NA,NA,weak_heterogeneous,weak_heterogeneous,balanced,0.45,0.05,0.2,NA,TRUE
D_unbalanced_effect_factorial_D_binomial_balanced_weak_heterogeneous_n1000_p100_SGL-WQS_1963_NA,D_unbalanced_effect_factorial,D_binomial_balanced_weak_heterogeneous_n1000_p100,binomial,1000,100,SGL-WQS,1963,101963,1001963,101963,NA,weak_heterogeneous,weak_heterogeneous,balanced,0.45,0.05,0.2,NA,TRUE
D_unbalanced_effect_factorial_D_binomial_balanced_weak_heterogeneous_n1000_p100_gWQS_1963_NA,D_unbalanced_effect_factorial,D_binomial_balanced_weak_heterogeneous_n1000_p100,binomial,1000,100,gWQS,1963,101963,2001963,2001963,NA,weak_heterogeneous,weak_heterogeneous,balanced,0.45,0.05,0.2,NA,TRUE
D_unbalanced_effect_factorial_D_binomial_balanced_weak_heterogeneous_n1000_p100_groupWQS_1963_NA,D_unbalanced_effect_factorial,D_binomial_balanced_weak_heterogeneous_n1000_p100,binomial,1000,100,groupWQS,1963,101963,3001963,3001963,NA,weak_heterogeneous,weak_heterogeneous,balanced,0.45,0.05,0.2,NA,TRUE
D_unbalanced_effect_factorial_D_binomial_balanced_weak_heterogeneous_n1000_p100_qgcomp_1963_NA,D_unbalanced_effect_factorial,D_binomial_balanced_weak_heterogeneous_n1000_p100,binomial,1000,100,qgcomp,1963,101963,4001963,NA,NA,weak_heterogeneous,weak_heterogeneous,balanced,0.45,0.05,0.2,NA,TRUE
D_unbalanced_effect_factorial_D_binomial_balanced_weak_heterogeneous_n1000_p100_SGL-WQS_2048_NA,D_unbalanced_effect_factorial,D_binomial_balanced_weak_heterogeneous_n1000_p100,binomial,1000,100,SGL-WQS,2048,102048,1002048,102048,NA,weak_heterogeneous,weak_heterogeneous,balanced,0.45,0.05,0.2,NA,TRUE
D_unbalanced_effect_factorial_D_binomial_balanced_weak_heterogeneous_n1000_p100_gWQS_2048_NA,D_unbalanced_effect_factorial,D_binomial_balanced_weak_heterogeneous_n1000_p100,binomial,1000,100,gWQS,2048,102048,2002048,2002048,NA,weak_heterogeneous,weak_heterogeneous,balanced,0.45,0.05,0.2,NA,TRUE
D_unbalanced_effect_factorial_D_binomial_balanced_weak_heterogeneous_n1000_p100_groupWQS_2048_NA,D_unbalanced_effect_factorial,D_binomial_balanced_weak_heterogeneous_n1000_p100,binomial,1000,100,groupWQS,2048,102048,3002048,3002048,NA,weak_heterogeneous,weak_heterogeneous,balanced,0.45,0.05,0.2,NA,TRUE
D_unbalanced_effect_factorial_D_binomial_balanced_weak_heterogeneous_n1000_p100_qgcomp_2048_NA,D_unbalanced_effect_factorial,D_binomial_balanced_weak_heterogeneous_n1000_p100,binomial,1000,100,qgcomp,2048,102048,4002048,NA,NA,weak_heterogeneous,weak_heterogeneous,balanced,0.45,0.05,0.2,NA,TRUE
D_unbalanced_effect_factorial_D_binomial_balanced_weak_heterogeneous_n1000_p100_SGL-WQS_2222_NA,D_unbalanced_effect_factorial,D_binomial_balanced_weak_heterogeneous_n1000_p100,binomial,1000,100,SGL-WQS,2222,102222,1002222,102222,NA,weak_heterogeneous,weak_heterogeneous,balanced,0.45,0.05,0.2,NA,TRUE
D_unbalanced_effect_factorial_D_binomial_balanced_weak_heterogeneous_n1000_p100_gWQS_2222_NA,D_unbalanced_effect_factorial,D_binomial_balanced_weak_heterogeneous_n1000_p100,binomial,1000,100,gWQS,2222,102222,2002222,2002222,NA,weak_heterogeneous,weak_heterogeneous,balanced,0.45,0.05,0.2,NA,TRUE
D_unbalanced_effect_factorial_D_binomial_balanced_weak_heterogeneous_n1000_p100_groupWQS_2222_NA,D_unbalanced_effect_factorial,D_binomial_balanced_weak_heterogeneous_n1000_p100,binomial,1000,100,groupWQS,2222,102222,3002222,3002222,NA,weak_heterogeneous,weak_heterogeneous,balanced,0.45,0.05,0.2,NA,TRUE
D_unbalanced_effect_factorial_D_binomial_balanced_weak_heterogeneous_n1000_p100_qgcomp_2222_NA,D_unbalanced_effect_factorial,D_binomial_balanced_weak_heterogeneous_n1000_p100,binomial,1000,100,qgcomp,2222,102222,4002222,NA,NA,weak_heterogeneous,weak_heterogeneous,balanced,0.45,0.05,0.2,NA,TRUE
D_unbalanced_effect_factorial_D_binomial_balanced_weak_heterogeneous_n1000_p100_SGL-WQS_2345_NA,D_unbalanced_effect_factorial,D_binomial_balanced_weak_heterogeneous_n1000_p100,binomial,1000,100,SGL-WQS,2345,102345,1002345,102345,NA,weak_heterogeneous,weak_heterogeneous,balanced,0.45,0.05,0.2,NA,TRUE
D_unbalanced_effect_factorial_D_binomial_balanced_weak_heterogeneous_n1000_p100_gWQS_2345_NA,D_unbalanced_effect_factorial,D_binomial_balanced_weak_heterogeneous_n1000_p100,binomial,1000,100,gWQS,2345,102345,2002345,2002345,NA,weak_heterogeneous,weak_heterogeneous,balanced,0.45,0.05,0.2,NA,TRUE
D_unbalanced_effect_factorial_D_binomial_balanced_weak_heterogeneous_n1000_p100_groupWQS_2345_NA,D_unbalanced_effect_factorial,D_binomial_balanced_weak_heterogeneous_n1000_p100,binomial,1000,100,groupWQS,2345,102345,3002345,3002345,NA,weak_heterogeneous,weak_heterogeneous,balanced,0.45,0.05,0.2,NA,TRUE
D_unbalanced_effect_factorial_D_binomial_balanced_weak_heterogeneous_n1000_p100_qgcomp_2345_NA,D_unbalanced_effect_factorial,D_binomial_balanced_weak_heterogeneous_n1000_p100,binomial,1000,100,qgcomp,2345,102345,4002345,NA,NA,weak_heterogeneous,weak_heterogeneous,balanced,0.45,0.05,0.2,NA,TRUE
D_unbalanced_effect_factorial_D_binomial_balanced_weak_heterogeneous_n1000_p100_SGL-WQS_2500_NA,D_unbalanced_effect_factorial,D_binomial_balanced_weak_heterogeneous_n1000_p100,binomial,1000,100,SGL-WQS,2500,102500,1002500,102500,NA,weak_heterogeneous,weak_heterogeneous,balanced,0.45,0.05,0.2,NA,TRUE
D_unbalanced_effect_factorial_D_binomial_balanced_weak_heterogeneous_n1000_p100_gWQS_2500_NA,D_unbalanced_effect_factorial,D_binomial_balanced_weak_heterogeneous_n1000_p100,binomial,1000,100,gWQS,2500,102500,2002500,2002500,NA,weak_heterogeneous,weak_heterogeneous,balanced,0.45,0.05,0.2,NA,TRUE
D_unbalanced_effect_factorial_D_binomial_balanced_weak_heterogeneous_n1000_p100_groupWQS_2500_NA,D_unbalanced_effect_factorial,D_binomial_balanced_weak_heterogeneous_n1000_p100,binomial,1000,100,groupWQS,2500,102500,3002500,3002500,NA,weak_heterogeneous,weak_heterogeneous,balanced,0.45,0.05,0.2,NA,TRUE
D_unbalanced_effect_factorial_D_binomial_balanced_weak_heterogeneous_n1000_p100_qgcomp_2500_NA,D_unbalanced_effect_factorial,D_binomial_balanced_weak_heterogeneous_n1000_p100,binomial,1000,100,qgcomp,2500,102500,4002500,NA,NA,weak_heterogeneous,weak_heterogeneous,balanced,0.45,0.05,0.2,NA,TRUE
D_unbalanced_effect_factorial_D_binomial_balanced_weak_heterogeneous_n1000_p100_SGL-WQS_2718_NA,D_unbalanced_effect_factorial,D_binomial_balanced_weak_heterogeneous_n1000_p100,binomial,1000,100,SGL-WQS,2718,102718,1002718,102718,NA,weak_heterogeneous,weak_heterogeneous,balanced,0.45,0.05,0.2,NA,TRUE
D_unbalanced_effect_factorial_D_binomial_balanced_weak_heterogeneous_n1000_p100_gWQS_2718_NA,D_unbalanced_effect_factorial,D_binomial_balanced_weak_heterogeneous_n1000_p100,binomial,1000,100,gWQS,2718,102718,2002718,2002718,NA,weak_heterogeneous,weak_heterogeneous,balanced,0.45,0.05,0.2,NA,TRUE
D_unbalanced_effect_factorial_D_binomial_balanced_weak_heterogeneous_n1000_p100_groupWQS_2718_NA,D_unbalanced_effect_factorial,D_binomial_balanced_weak_heterogeneous_n1000_p100,binomial,1000,100,groupWQS,2718,102718,3002718,3002718,NA,weak_heterogeneous,weak_heterogeneous,balanced,0.45,0.05,0.2,NA,TRUE
D_unbalanced_effect_factorial_D_binomial_balanced_weak_heterogeneous_n1000_p100_qgcomp_2718_NA,D_unbalanced_effect_factorial,D_binomial_balanced_weak_heterogeneous_n1000_p100,binomial,1000,100,qgcomp,2718,102718,4002718,NA,NA,weak_heterogeneous,weak_heterogeneous,balanced,0.45,0.05,0.2,NA,TRUE
D_unbalanced_effect_factorial_D_binomial_balanced_weak_heterogeneous_n1000_p100_SGL-WQS_2801_NA,D_unbalanced_effect_factorial,D_binomial_balanced_weak_heterogeneous_n1000_p100,binomial,1000,100,SGL-WQS,2801,102801,1002801,102801,NA,weak_heterogeneous,weak_heterogeneous,balanced,0.45,0.05,0.2,NA,TRUE
D_unbalanced_effect_factorial_D_binomial_balanced_weak_heterogeneous_n1000_p100_gWQS_2801_NA,D_unbalanced_effect_factorial,D_binomial_balanced_weak_heterogeneous_n1000_p100,binomial,1000,100,gWQS,2801,102801,2002801,2002801,NA,weak_heterogeneous,weak_heterogeneous,balanced,0.45,0.05,0.2,NA,TRUE
D_unbalanced_effect_factorial_D_binomial_balanced_weak_heterogeneous_n1000_p100_groupWQS_2801_NA,D_unbalanced_effect_factorial,D_binomial_balanced_weak_heterogeneous_n1000_p100,binomial,1000,100,groupWQS,2801,102801,3002801,3002801,NA,weak_heterogeneous,weak_heterogeneous,balanced,0.45,0.05,0.2,NA,TRUE
D_unbalanced_effect_factorial_D_binomial_balanced_weak_heterogeneous_n1000_p100_qgcomp_2801_NA,D_unbalanced_effect_factorial,D_binomial_balanced_weak_heterogeneous_n1000_p100,binomial,1000,100,qgcomp,2801,102801,4002801,NA,NA,weak_heterogeneous,weak_heterogeneous,balanced,0.45,0.05,0.2,NA,TRUE
D_unbalanced_effect_factorial_D_binomial_balanced_weak_heterogeneous_n1000_p100_SGL-WQS_3001_NA,D_unbalanced_effect_factorial,D_binomial_balanced_weak_heterogeneous_n1000_p100,binomial,1000,100,SGL-WQS,3001,103001,1003001,103001,NA,weak_heterogeneous,weak_heterogeneous,balanced,0.45,0.05,0.2,NA,TRUE
D_unbalanced_effect_factorial_D_binomial_balanced_weak_heterogeneous_n1000_p100_gWQS_3001_NA,D_unbalanced_effect_factorial,D_binomial_balanced_weak_heterogeneous_n1000_p100,binomial,1000,100,gWQS,3001,103001,2003001,2003001,NA,weak_heterogeneous,weak_heterogeneous,balanced,0.45,0.05,0.2,NA,TRUE
D_unbalanced_effect_factorial_D_binomial_balanced_weak_heterogeneous_n1000_p100_groupWQS_3001_NA,D_unbalanced_effect_factorial,D_binomial_balanced_weak_heterogeneous_n1000_p100,binomial,1000,100,groupWQS,3001,103001,3003001,3003001,NA,weak_heterogeneous,weak_heterogeneous,balanced,0.45,0.05,0.2,NA,TRUE
D_unbalanced_effect_factorial_D_binomial_balanced_weak_heterogeneous_n1000_p100_qgcomp_3001_NA,D_unbalanced_effect_factorial,D_binomial_balanced_weak_heterogeneous_n1000_p100,binomial,1000,100,qgcomp,3001,103001,4003001,NA,NA,weak_heterogeneous,weak_heterogeneous,balanced,0.45,0.05,0.2,NA,TRUE
D_unbalanced_effect_factorial_D_binomial_balanced_weak_heterogeneous_n1000_p100_SGL-WQS_3141_NA,D_unbalanced_effect_factorial,D_binomial_balanced_weak_heterogeneous_n1000_p100,binomial,1000,100,SGL-WQS,3141,103141,1003141,103141,NA,weak_heterogeneous,weak_heterogeneous,balanced,0.45,0.05,0.2,NA,TRUE
D_unbalanced_effect_factorial_D_binomial_balanced_weak_heterogeneous_n1000_p100_gWQS_3141_NA,D_unbalanced_effect_factorial,D_binomial_balanced_weak_heterogeneous_n1000_p100,binomial,1000,100,gWQS,3141,103141,2003141,2003141,NA,weak_heterogeneous,weak_heterogeneous,balanced,0.45,0.05,0.2,NA,TRUE
D_unbalanced_effect_factorial_D_binomial_balanced_weak_heterogeneous_n1000_p100_groupWQS_3141_NA,D_unbalanced_effect_factorial,D_binomial_balanced_weak_heterogeneous_n1000_p100,binomial,1000,100,groupWQS,3141,103141,3003141,3003141,NA,weak_heterogeneous,weak_heterogeneous,balanced,0.45,0.05,0.2,NA,TRUE
D_unbalanced_effect_factorial_D_binomial_balanced_weak_heterogeneous_n1000_p100_qgcomp_3141_NA,D_unbalanced_effect_factorial,D_binomial_balanced_weak_heterogeneous_n1000_p100,binomial,1000,100,qgcomp,3141,103141,4003141,NA,NA,weak_heterogeneous,weak_heterogeneous,balanced,0.45,0.05,0.2,NA,TRUE
