true_ratio,threshold,seed,ok,error,error_class,fitted_ratio,fitted_minor_direction,excluded_minor,pos_estimate,pos_pvalue,neg_estimate,neg_pvalue,contrast_estimate,true_contrast
0.05,0,1618,TRUE,NA,NA,8.495069267121866e-5,negative,FALSE,0.39729747135089155,2.5995690538608882e-8,0.003395527577087616,0.9513572739873202,0.1357609193776288,0.475
0.05,0,1729,TRUE,NA,NA,2.535343262780914e-4,negative,FALSE,0.5170360320061284,3.034357431026423e-9,-0.0049609898843163795,0.9327517697122356,0.17869113536709974,0.475
0.05,0,1847,TRUE,NA,NA,1.0185321473496744e-4,negative,FALSE,0.5761658683686756,5.8058639207598404e-11,-0.06968975863634529,0.2405587980271219,0.26617086288885217,0.475
0.05,0,1963,TRUE,NA,NA,1.9134223994815339e-4,negative,FALSE,0.41544670556472263,7.621352301766426e-7,0.03372285822446497,0.5821018408150498,0.1663796353439343,0.475
0.05,0,2048,TRUE,NA,NA,1.2498405611371682e-5,negative,FALSE,0.46027473275925385,4.8758126704678364e-9,-0.01252647166640182,0.8258078245003284,0.22793966186098283,0.475
0.05,0,2222,TRUE,NA,NA,1.7035948672602737e-4,negative,FALSE,0.3790574434363505,1.2407070864935088e-6,-0.0402142392810377,0.5630792845505355,0.2127062993818974,0.475
0.05,0,2345,TRUE,NA,NA,2.4844600924033385e-5,negative,FALSE,0.3873801672465717,6.3026131253803784e-6,0.1192691398925119,0.08252884120545968,0.1160614644861741,0.475
0.05,0,2500,TRUE,NA,NA,0,negative,FALSE,0.4638505665874329,3.9641225739684534e-12,NA,NA,0.1590125679518693,0.475
0.05,0,2718,TRUE,NA,NA,0.12124008503990258,negative,FALSE,0.33804774874371146,6.395931261410097e-6,0.1221420068401069,0.0537586492033023,0.14642698336457724,0.475
0.05,0,2801,TRUE,NA,NA,1.2585279907684733e-4,negative,FALSE,0.45809884488103503,8.116679032219404e-8,0.007308977059400575,0.9070677008842004,0.19685467238472887,0.475
0.05,0,3001,TRUE,NA,NA,1.878425945226528e-4,negative,FALSE,0.5574268324757187,1.931611366998505e-11,-0.06688715575884026,0.2563930263606144,0.27232626595824044,0.475
0.05,0,3141,TRUE,NA,NA,2.589268089840261e-4,negative,FALSE,0.32194017458692437,4.927653603762045e-5,0.17442803292413223,0.008482565960438091,0.14728142743110517,0.475
